id,category,question,context,answer,doc_len
5778,Ementa,Do que se trata Projeto de Redes de Computadores?,,A ementa de Projeto de Redes de Computadores abrange: Conceituação em Projeto de Redes de Computadores; Metodologias para Projeto de Redes de Computadores; A Metodologia “Top-down” para Projeto de Redes de Computadores; Estudo de caso projeto de uma Rede de Computadores com atendimento à um conjunto elaborado de requisitos,9
5779,Ementa,Quais são os objetivos de aprendizagem da disciplina Projeto de Redes?,,Projeto de Redes de Computadores se concentra em explorar: Conceituação em Projeto de Redes de Computadores; Metodologias para Projeto de Redes de Computadores; A Metodologia “Top-down” para Projeto de Redes de Computadores; Estudo de caso projeto de uma Rede de Computadores com atendimento à um conjunto elaborado de requisitos,11
5780,Ementa,Quais são os principais temas que serão abordados em projeto de redes?,,Os tópicos cobertos em Projeto de Redes de Computadores incluem: Conceituação em Projeto de Redes de Computadores; Metodologias para Projeto de Redes de Computadores; A Metodologia “Top-down” para Projeto de Redes de Computadores; Estudo de caso projeto de uma Rede de Computadores com atendimento à um conjunto elaborado de requisitos,12
5781,Ementa,Qual é o foco principal da disciplina Projeto de Redes de Computadores?,,Projeto de Redes de Computadores foi criada para fornecer uma compreensão sobre: Conceituação em Projeto de Redes de Computadores; Metodologias para Projeto de Redes de Computadores; A Metodologia “Top-down” para Projeto de Redes de Computadores; Estudo de caso projeto de uma Rede de Computadores com atendimento à um conjunto elaborado de requisitos,12
5782,Ementa,Quais são os principais conceitos e teorias que serão discutidos em Projeto de Redes?,,A ementa de Projeto de Redes de Computadores foi desenvolvida para ajudar os alunos a compreenderem: Conceituação em Projeto de Redes de Computadores; Metodologias para Projeto de Redes de Computadores; A Metodologia “Top-down” para Projeto de Redes de Computadores; Estudo de caso projeto de uma Rede de Computadores com atendimento à um conjunto elaborado de requisitos,14
5783,Ementa,Quais são os tópicos de projeto de redes?,,Os objetivos de aprendizagem de Projeto de Redes de Computadores incluem: Conceituação em Projeto de Redes de Computadores; Metodologias para Projeto de Redes de Computadores; A Metodologia “Top-down” para Projeto de Redes de Computadores; Estudo de caso projeto de uma Rede de Computadores com atendimento à um conjunto elaborado de requisitos,8
5784,Ementa,O que eu posso esperar aprender com Projeto de Redes de Computadores?,,Projeto de Redes de Computadores foi projetada para explorar os conceitos de: Conceituação em Projeto de Redes de Computadores; Metodologias para Projeto de Redes de Computadores; A Metodologia “Top-down” para Projeto de Redes de Computadores; Estudo de caso projeto de uma Rede de Computadores com atendimento à um conjunto elaborado de requisitos,12
5785,Ementa,Quais são os principais assuntos de Projeto de Redes?,,Os assuntos abordados em Projeto de Redes de Computadores são: Conceituação em Projeto de Redes de Computadores; Metodologias para Projeto de Redes de Computadores; A Metodologia “Top-down” para Projeto de Redes de Computadores; Estudo de caso projeto de uma Rede de Computadores com atendimento à um conjunto elaborado de requisitos,9
5786,Ementa,A disciplina projeto de redes é sobre o que?,,Projeto de Redes de Computadores é uma disciplina que aborda: Conceituação em Projeto de Redes de Computadores; Metodologias para Projeto de Redes de Computadores; A Metodologia “Top-down” para Projeto de Redes de Computadores; Estudo de caso projeto de uma Rede de Computadores com atendimento à um conjunto elaborado de requisitos,9
5787,Ementa,Qual é o conteúdo programático da disciplina Projeto de Sistemas Digitais?,,A ementa da Projeto de Sistemas Digitais foi projetada para abranger: Visão geral de sistemas digitais. Metodologias para projeto de sistemas digitais. Análise e projeto de sistemas digitais. Tópicos avançados.,11
5788,Ementa,Pode me dizer quais são os tópicos que serão abordados em psd?,,O conteúdo programático de Projeto de Sistemas Digitais inclui: Visão geral de sistemas digitais. Metodologias para projeto de sistemas digitais. Análise e projeto de sistemas digitais. Tópicos avançados.,12
5789,Ementa,Qual é a ementa de sistemas digitais?,,Projeto de Sistemas Digitais se baseia nos seguintes tópicos: Visão geral de sistemas digitais. Metodologias para projeto de sistemas digitais. Análise e projeto de sistemas digitais. Tópicos avançados.,7
5790,Ementa,Do que se trata Projeto de Sistemas Digitais?,,A ementa de Projeto de Sistemas Digitais abrange: Visão geral de sistemas digitais. Metodologias para projeto de sistemas digitais. Análise e projeto de sistemas digitais. Tópicos avançados.,8
5791,Ementa,Quais são os objetivos de aprendizagem da disciplina psd?,,Projeto de Sistemas Digitais se concentra em explorar: Visão geral de sistemas digitais. Metodologias para projeto de sistemas digitais. Análise e projeto de sistemas digitais. Tópicos avançados.,9
5792,Ementa,Quais são os principais temas que serão abordados em sistemas digitais?,,Os tópicos cobertos em Projeto de Sistemas Digitais incluem: Visão geral de sistemas digitais. Metodologias para projeto de sistemas digitais. Análise e projeto de sistemas digitais. Tópicos avançados.,11
5793,Ementa,Qual é o foco principal da disciplina Projeto de Sistemas Digitais?,,Projeto de Sistemas Digitais foi criada para fornecer uma compreensão sobre: Visão geral de sistemas digitais. Metodologias para projeto de sistemas digitais. Análise e projeto de sistemas digitais. Tópicos avançados.,11
5794,Ementa,Quais são os principais conceitos e teorias que serão discutidos em psd?,,A ementa de Projeto de Sistemas Digitais foi desenvolvida para ajudar os alunos a compreenderem: Visão geral de sistemas digitais. Metodologias para projeto de sistemas digitais. Análise e projeto de sistemas digitais. Tópicos avançados.,12
5795,Ementa,Quais são os tópicos de sistemas digitais?,,Os objetivos de aprendizagem de Projeto de Sistemas Digitais incluem: Visão geral de sistemas digitais. Metodologias para projeto de sistemas digitais. Análise e projeto de sistemas digitais. Tópicos avançados.,7
5796,Ementa,O que eu posso esperar aprender com Projeto de Sistemas Digitais?,,Projeto de Sistemas Digitais foi projetada para explorar os conceitos de: Visão geral de sistemas digitais. Metodologias para projeto de sistemas digitais. Análise e projeto de sistemas digitais. Tópicos avançados.,11
5797,Ementa,Quais são os principais assuntos de psd?,,Os assuntos abordados em Projeto de Sistemas Digitais são: Visão geral de sistemas digitais. Metodologias para projeto de sistemas digitais. Análise e projeto de sistemas digitais. Tópicos avançados.,7
5798,Ementa,A disciplina sistemas digitais é sobre o que?,,Projeto de Sistemas Digitais é uma disciplina que aborda: Visão geral de sistemas digitais. Metodologias para projeto de sistemas digitais. Análise e projeto de sistemas digitais. Tópicos avançados.,8
5799,Ementa,Qual é o conteúdo programático da disciplina Provisionamento e Operação de Infraestrutura?,,"A ementa da Provisionamento e Operação de Infraestrutura foi projetada para abranger: Introdução a conceitos de provisionamento, gerência e operação de sistemas de TI. Modelos de implantação da infraestrutura. Projeto e planejamento da infraestrutura. Monitoramento e operação dos serviços na infraestrutura. Provisionamento de recursos para serviços. Tópicos avançados.",12
5800,Ementa,Pode me dizer quais são os tópicos que serão abordados em POI?,,"O conteúdo programático de Provisionamento e Operação de Infraestrutura inclui: Introdução a conceitos de provisionamento, gerência e operação de sistemas de TI. Modelos de implantação da infraestrutura. Projeto e planejamento da infraestrutura. Monitoramento e operação dos serviços na infraestrutura. Provisionamento de recursos para serviços. Tópicos avançados.",12
5801,Ementa,Qual é a ementa de poi?,,"Provisionamento e Operação de Infraestrutura se baseia nos seguintes tópicos: Introdução a conceitos de provisionamento, gerência e operação de sistemas de TI. Modelos de implantação da infraestrutura. Projeto e planejamento da infraestrutura. Monitoramento e operação dos serviços na infraestrutura. Provisionamento de recursos para serviços. Tópicos avançados.",6
5802,Ementa,Do que se trata Provisionamento?,,"A ementa de Provisionamento e Operação de Infraestrutura abrange: Introdução a conceitos de provisionamento, gerência e operação de sistemas de TI. Modelos de implantação da infraestrutura. Projeto e planejamento da infraestrutura. Monitoramento e operação dos serviços na infraestrutura. Provisionamento de recursos para serviços. Tópicos avançados.",5
5803,Ementa,Quais são os objetivos de aprendizagem da disciplina ProvInfra?,,"Provisionamento e Operação de Infraestrutura se concentra em explorar: Introdução a conceitos de provisionamento, gerência e operação de sistemas de TI. Modelos de implantação da infraestrutura. Projeto e planejamento da infraestrutura. Monitoramento e operação dos serviços na infraestrutura. Provisionamento de recursos para serviços. Tópicos avançados.",9
5804,Ementa,Quais são os principais temas que serão abordados em provisionamento?,,"Os tópicos cobertos em Provisionamento e Operação de Infraestrutura incluem: Introdução a conceitos de provisionamento, gerência e operação de sistemas de TI. Modelos de implantação da infraestrutura. Projeto e planejamento da infraestrutura. Monitoramento e operação dos serviços na infraestrutura. Provisionamento de recursos para serviços. Tópicos avançados.",10
5805,Ementa,Qual é o foco principal da disciplina provinfra?,,"Provisionamento e Operação de Infraestrutura foi criada para fornecer uma compreensão sobre: Introdução a conceitos de provisionamento, gerência e operação de sistemas de TI. Modelos de implantação da infraestrutura. Projeto e planejamento da infraestrutura. Monitoramento e operação dos serviços na infraestrutura. Provisionamento de recursos para serviços. Tópicos avançados.",8
5806,Ementa,Quais são os principais conceitos e teorias que serão discutidos em Provisionamento e Operação de Infraestrutura?,,"A ementa de Provisionamento e Operação de Infraestrutura foi desenvolvida para ajudar os alunos a compreenderem: Introdução a conceitos de provisionamento, gerência e operação de sistemas de TI. Modelos de implantação da infraestrutura. Projeto e planejamento da infraestrutura. Monitoramento e operação dos serviços na infraestrutura. Provisionamento de recursos para serviços. Tópicos avançados.",16
